0.01	0.998462721
0.02	0.996927806
0.03	0.99539525
0.04	0.99386505
0.05	0.992337202
0.06	0.990811704
0.07	0.98928855
0.08	0.987767738
0.09	0.986249263
0.1	0.984733123
0.11	0.983219314
0.12	0.981707832
0.13	0.980198673
0.14	0.978691835
0.15	0.977187313
0.16	0.975685103
0.17	0.974185203
0.18	0.972687609
0.19	0.971192317
0.2	0.969699324
0.21	0.968208626
0.22	0.966720219
0.23	0.965234101
0.24	0.963750267
0.25	0.962268714
0.26	0.960789439
0.27	0.959312438
0.28	0.957837707
0.29	0.956365244
0.3	0.954895044
0.31	0.953427104
0.32	0.951961421
0.33	0.950497991
0.34	0.949036811
0.35	0.947577877
0.36	0.946121185
0.37	0.944666733
0.38	0.943214517
0.39	0.941764534
0.4	0.940316779
0.41	0.93887125
0.42	0.937427943
0.43	0.935986855
0.44	0.934547983
0.45	0.933111322
0.46	0.93167687
0.47	0.930244623
0.48	0.928814577
0.49	0.927386731
0.5	0.925961079
0.51	0.924537618
0.52	0.923116346
0.53	0.921697259
0.54	0.920280354
0.55	0.918865626
0.56	0.917453074
0.57	0.916042693
0.58	0.91463448
0.59	0.913228432
0.6	0.911824545
0.61	0.910422817
0.62	0.909023243
0.63	0.907625821
0.64	0.906230547
0.65	0.904837418
0.66	0.903446431
0.67	0.902057582
0.68	0.900670868
0.69	0.899286286
0.7	0.897903832
0.71	0.896523504
0.72	0.895145297
0.73	0.893769209
0.74	0.892395237
0.75	0.891023377
0.76	0.889653625
0.77	0.88828598
0.78	0.886920437
0.79	0.885556993
0.8	0.884195645
0.81	0.88283639
0.82	0.881479224
0.83	0.880124145
0.84	0.878771149
0.85	0.877420233
0.86	0.876071393
0.87	0.874724627
0.88	0.873379932
0.89	0.872037303
0.9	0.870696739
0.91	0.869358235
0.92	0.868021789
0.93	0.866687398
0.94	0.865355058
0.95	0.864024766
0.96	0.862696519
0.97	0.861370314
0.98	0.860046148
0.99	0.858724017
1	0.857403919
1.01	0.85608585
1.02	0.854769808
1.03	0.853455788
1.04	0.852143789
1.05	0.850833806
1.06	0.849525838
